Tile 1 (0,0): cycles 1403 (nnz=1276)
Tile 103 (6,6): cycles 1348 (nnz=1221)
Tile 104 (6,7): cycles 1352 (nnz=1225)
Tile 105 (6,8): cycles 1339 (nnz=1212)
Tile 106 (6,9): cycles 1337 (nnz=1210)
Tile 107 (6,10): cycles 1311 (nnz=1184)
Tile 108 (6,11): cycles 1373 (nnz=1246)
Tile 109 (6,12): cycles 1352 (nnz=1225)
Tile 110 (6,13): cycles 1380 (nnz=1253)
Tile 111 (6,14): cycles 1349 (nnz=1222)
Tile 112 (6,15): cycles 1350 (nnz=1223)
Tile 113 (7,0): cycles 1351 (nnz=1224)
Tile 114 (7,1): cycles 1394 (nnz=1267)
Tile 115 (7,2): cycles 1329 (nnz=1202)
Tile 116 (7,3): cycles 1365 (nnz=1238)
Tile 117 (7,4): cycles 1356 (nnz=1229)
Tile 118 (7,5): cycles 1374 (nnz=1247)
Tile 119 (7,6): cycles 1369 (nnz=1242)
Tile 120 (7,7): cycles 1336 (nnz=1209)
Tile 121 (7,8): cycles 1374 (nnz=1247)
Tile 122 (7,9): cycles 1370 (nnz=1243)
Tile 123 (7,10): cycles 1304 (nnz=1177)
Tile 124 (7,11): cycles 1308 (nnz=1181)
Tile 125 (7,12): cycles 1336 (nnz=1209)
Tile 126 (7,13): cycles 1355 (nnz=1228)
Tile 127 (7,14): cycles 1371 (nnz=1244)
Tile 128 (7,15): cycles 1447 (nnz=1320)
Tile 129 (8,0): cycles 1361 (nnz=1234)
Tile 130 (8,1): cycles 1377 (nnz=1250)
Tile 131 (8,2): cycles 1285 (nnz=1158)
Tile 132 (8,3): cycles 1323 (nnz=1196)
Tile 133 (8,4): cycles 1324 (nnz=1197)
Tile 134 (8,5): cycles 1338 (nnz=1211)
Tile 135 (8,6): cycles 1383 (nnz=1256)
Tile 136 (8,7): cycles 1368 (nnz=1241)
Tile 137 (8,8): cycles 1358 (nnz=1231)
Tile 138 (8,9): cycles 1361 (nnz=1234)
Tile 139 (8,10): cycles 1373 (nnz=1246)
Tile 140 (8,11): cycles 1337 (nnz=1210)
Tile 141 (8,12): cycles 1361 (nnz=1234)
Tile 142 (8,13): cycles 1323 (nnz=1196)
Tile 143 (8,14): cycles 1391 (nnz=1264)
Tile 144 (8,15): cycles 1331 (nnz=1204)
Tile 145 (9,0): cycles 1316 (nnz=1189)
Tile 146 (9,1): cycles 1347 (nnz=1220)
Tile 147 (9,2): cycles 1353 (nnz=1226)
Tile 148 (9,3): cycles 1349 (nnz=1222)
Tile 149 (9,4): cycles 1296 (nnz=1169)
Tile 150 (9,5): cycles 1382 (nnz=1255)
Tile 151 (9,6): cycles 1327 (nnz=1200)
Tile 152 (9,7): cycles 1340 (nnz=1213)
Tile 153 (9,8): cycles 1317 (nnz=1190)
Tile 154 (9,9): cycles 1366 (nnz=1239)
Tile 155 (9,10): cycles 1370 (nnz=1243)
Tile 156 (9,11): cycles 1376 (nnz=1249)
Tile 157 (9,12): cycles 1336 (nnz=1209)
Tile 158 (9,13): cycles 1367 (nnz=1240)
Tile 159 (9,14): cycles 1384 (nnz=1257)
Tile 160 (9,15): cycles 1366 (nnz=1239)
Tile 161 (10,0): cycles 1319 (nnz=1192)
Tile 162 (10,1): cycles 1357 (nnz=1230)
Tile 163 (10,2): cycles 1361 (nnz=1234)
Tile 164 (10,3): cycles 1322 (nnz=1195)
Tile 165 (10,4): cycles 1351 (nnz=1224)
Tile 166 (10,5): cycles 1346 (nnz=1219)
Tile 167 (10,6): cycles 1302 (nnz=1175)
Tile 168 (10,7): cycles 1339 (nnz=1212)
Tile 169 (10,8): cycles 1378 (nnz=1251)
Tile 170 (10,9): cycles 1353 (nnz=1226)
Tile 171 (10,10): cycles 1389 (nnz=1262)
Tile 172 (10,11): cycles 1335 (nnz=1208)
Tile 173 (10,12): cycles 1384 (nnz=1257)
Tile 174 (10,13): cycles 1334 (nnz=1207)
Tile 175 (10,14): cycles 1340 (nnz=1213)
Tile 176 (10,15): cycles 1352 (nnz=1225)
Tile 177 (11,0): cycles 1326 (nnz=1199)
Tile 178 (11,1): cycles 1343 (nnz=1216)
Tile 179 (11,2): cycles 1321 (nnz=1194)
Tile 180 (11,3): cycles 1329 (nnz=1202)
Tile 181 (11,4): cycles 1306 (nnz=1179)
Tile 182 (11,5): cycles 1375 (nnz=1248)
Tile 183 (11,6): cycles 1375 (nnz=1248)
Tile 184 (11,7): cycles 1275 (nnz=1148)
Tile 185 (11,8): cycles 1412 (nnz=1285)
Tile 186 (11,9): cycles 1396 (nnz=1269)
Tile 187 (11,10): cycles 1325 (nnz=1198)
Tile 188 (11,11): cycles 1351 (nnz=1224)
Tile 189 (11,12): cycles 1377 (nnz=1250)
Tile 190 (11,13): cycles 1341 (nnz=1214)
Tile 191 (11,14): cycles 1342 (nnz=1215)
Tile 192 (11,15): cycles 1386 (nnz=1259)
Tile 193 (12,0): cycles 1339 (nnz=1212)
Tile 194 (12,1): cycles 1331 (nnz=1204)
Tile 195 (12,2): cycles 1411 (nnz=1284)
Tile 196 (12,3): cycles 1366 (nnz=1239)
Tile 197 (12,4): cycles 1355 (nnz=1228)
Tile 198 (12,5): cycles 1328 (nnz=1201)
Tile 199 (12,6): cycles 1368 (nnz=1241)
Tile 200 (12,7): cycles 1374 (nnz=1247)
Tile 201 (12,8): cycles 1309 (nnz=1182)
Tile 202 (12,9): cycles 1382 (nnz=1255)
Tile 203 (12,10): cycles 1346 (nnz=1219)
Tile 204 (12,11): cycles 1388 (nnz=1261)
Tile 205 (12,12): cycles 1345 (nnz=1218)
Tile 206 (12,13): cycles 1361 (nnz=1234)
Tile 207 (12,14): cycles 1325 (nnz=1198)
Tile 208 (12,15): cycles 1320 (nnz=1193)
Tile 209 (13,0): cycles 1361 (nnz=1234)
Tile 210 (13,1): cycles 1317 (nnz=1190)
Tile 211 (13,2): cycles 1348 (nnz=1221)
Tile 212 (13,3): cycles 1329 (nnz=1202)
Tile 213 (13,4): cycles 1357 (nnz=1230)
Tile 214 (13,5): cycles 1343 (nnz=1216)
Tile 215 (13,6): cycles 1410 (nnz=1283)
Tile 216 (13,7): cycles 1301 (nnz=1174)
Tile 217 (13,8): cycles 1353 (nnz=1226)
Tile 218 (13,9): cycles 1341 (nnz=1214)
Tile 219 (13,10): cycles 1405 (nnz=1278)
Tile 220 (13,11): cycles 1345 (nnz=1218)
Tile 221 (13,12): cycles 1340 (nnz=1213)
Tile 222 (13,13): cycles 1349 (nnz=1222)
Tile 223 (13,14): cycles 1385 (nnz=1258)
Tile 224 (13,15): cycles 1361 (nnz=1234)
Tile 225 (14,0): cycles 1366 (nnz=1239)
Tile 226 (14,1): cycles 1333 (nnz=1206)
Tile 227 (14,2): cycles 1361 (nnz=1234)
Tile 228 (14,3): cycles 1414 (nnz=1287)
Tile 229 (14,4): cycles 1365 (nnz=1238)
Tile 230 (14,5): cycles 1336 (nnz=1209)
Tile 231 (14,6): cycles 1329 (nnz=1202)
Tile 232 (14,7): cycles 1361 (nnz=1234)
Tile 233 (14,8): cycles 1331 (nnz=1204)
Tile 234 (14,9): cycles 1366 (nnz=1239)
Tile 235 (14,10): cycles 1412 (nnz=1285)
Tile 236 (14,11): cycles 1328 (nnz=1201)
Tile 237 (14,12): cycles 1370 (nnz=1243)
Tile 238 (14,13): cycles 1371 (nnz=1244)
Tile 239 (14,14): cycles 1314 (nnz=1187)
Tile 240 (14,15): cycles 1392 (nnz=1265)
Tile 241 (15,0): cycles 1363 (nnz=1236)
Tile 242 (15,1): cycles 1349 (nnz=1222)
Tile 243 (15,2): cycles 1373 (nnz=1246)
Tile 244 (15,3): cycles 1329 (nnz=1202)
Tile 245 (15,4): cycles 1379 (nnz=1252)
Tile 246 (15,5): cycles 1330 (nnz=1203)
Tile 247 (15,6): cycles 1356 (nnz=1229)
Tile 248 (15,7): cycles 1372 (nnz=1245)
Tile 249 (15,8): cycles 1371 (nnz=1244)
Tile 250 (15,9): cycles 1367 (nnz=1240)
Tile 251 (15,10): cycles 1390 (nnz=1263)
Tile 252 (15,11): cycles 1348 (nnz=1221)
Tile 253 (15,12): cycles 1346 (nnz=1219)
Tile 254 (15,13): cycles 1352 (nnz=1225)
Tile 255 (15,14): cycles 1345 (nnz=1218)
Tile 256 (15,15): cycles 1378 (nnz=1251)
