Tile 1 (0,0): cycles 176 (nnz=49)
Tile 228 (14,3): cycles 159 (nnz=32)
Tile 229 (14,4): cycles 168 (nnz=41)
Tile 230 (14,5): cycles 154 (nnz=27)
Tile 231 (14,6): cycles 154 (nnz=27)
Tile 232 (14,7): cycles 160 (nnz=33)
Tile 233 (14,8): cycles 174 (nnz=47)
Tile 234 (14,9): cycles 174 (nnz=47)
Tile 235 (14,10): cycles 166 (nnz=39)
Tile 236 (14,11): cycles 170 (nnz=43)
Tile 237 (14,12): cycles 164 (nnz=37)
Tile 238 (14,13): cycles 169 (nnz=42)
Tile 239 (14,14): cycles 168 (nnz=41)
Tile 240 (14,15): cycles 172 (nnz=45)
Tile 241 (15,0): cycles 168 (nnz=41)
Tile 242 (15,1): cycles 172 (nnz=45)
Tile 243 (15,2): cycles 172 (nnz=45)
Tile 244 (15,3): cycles 166 (nnz=39)
Tile 245 (15,4): cycles 167 (nnz=40)
Tile 246 (15,5): cycles 160 (nnz=33)
Tile 247 (15,6): cycles 162 (nnz=35)
Tile 248 (15,7): cycles 175 (nnz=48)
Tile 249 (15,8): cycles 174 (nnz=47)
Tile 250 (15,9): cycles 162 (nnz=35)
Tile 251 (15,10): cycles 160 (nnz=33)
Tile 252 (15,11): cycles 173 (nnz=46)
Tile 253 (15,12): cycles 160 (nnz=33)
Tile 254 (15,13): cycles 158 (nnz=31)
Tile 255 (15,14): cycles 169 (nnz=42)
Tile 256 (15,15): cycles 167 (nnz=40)
